ID_Alumno,Nombre_Apellido,Edad,Genero,Comision,Turno,Entregas_Previas,Entregas_A_Tiempo,Total_Actividades_Previas,Promedio_Previo,Indice_Constancia,Nota_Parcial,Estado_Final,Nota Final,Estado,Comisión
A00686,Lucas Luna,20,F,C4,Noche,6,5,7,7.133333333333333,71.43,,Ausente,,Ausente,C4
A00687,Pilar Romero,21,F,C1,Noche,7,7,7,7.214285714285714,100.0,4.7,Recupera,4.7,Recupera,C1
A00688,Benjamin Herrera,18,M,C3,Noche,7,6,7,8.72857142857143,85.71,8.4,Aprobado,8.4,Aprobado,C3
A00689,Nicolas Molina,20,F,A3,Mañana,3,3,7,4.8,42.86,,Ausente,,Ausente,A3
A00690,Olivia Rodriguez,20,F,C2,Noche,5,3,7,5.24,42.86,,Ausente,,Ausente,C2
A00691,Victoria Rojas,22,M,A2,Mañana,6,5,7,4.5,71.43,,Ausente,,Ausente,A2
A00692,Valentino Rojas,27,F,C2,Noche,3,2,7,5.066666666666666,28.57,,Ausente,,Ausente,C2
A00693,Pilar Romero,19,M,B1,Tarde,7,6,7,8.714285714285714,85.71,8.9,Aprobado,8.9,Aprobado,B1
A00694,Federico Vega,20,M,C3,Noche,0,0,7,,0.0,,Ausente,,Ausente,C3
A00695,Federico Cabrera,22,F,B2,Tarde,5,5,7,7.6,71.43,6.8,Aprobado,6.8,Aprobado,B2
A00696,Joaquin Sosa,22,M,C2,Noche,1,1,7,5.9,14.29,,Ausente,,Ausente,C2
A00697,Benjamin Acosta,26,F,A3,Mañana,7,6,7,6.957142857142857,85.71,7.8,Aprobado,7.8,Aprobado,A3
A00698,Martina Romero,28,M,C4,Noche,7,4,7,6.1571428571428575,57.14,7.3,Aprobado,7.3,Aprobado,C4
A00699,Isabella Garcia,30,M,C1,Noche,3,1,7,4.133333333333334,14.29,,Ausente,,Ausente,C1
A00700,Valentina Benitez,23,F,A1,Mañana,5,3,7,6.9799999999999995,42.86,6.6,Aprobado,6.6,Aprobado,A1
