ID_Alumno,Nombre_Apellido,Edad,Genero,Email,Comision,Turno,Fecha_Inscripcion,Actividad,Tipo_Actividad,Fecha_Limite,Fecha_Entrega,Nota,Estado_Entrega
A00494,Olivia Nuñez,25,M,olivia.nuñez494@alumnos.tup.edu.ar,C4,Noche,25/02/2026,TP_03,TP,2026-05-11,2026-05-08,7.9,A TIEMPO
A00253,Santino Flores,24,M,santino.flores253@alumnos.tup.edu.ar,A1,Mañana,04/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-23,7.9,A tiempo
A00105,Agustin Alvarez,20,F,agustin.alvarez105@alumnos.tup.edu.ar,A2,Mañana,2026-03-04,Quiz_03,Quiz,25/05/2026,20-05-2026,10.0,A TIEMPO
A00507,Joaquin Herrera,22,Femenino,joaquin.herrera507@alumnos.tup.edu.ar,C2,Noche,27/02/2026,Quiz_03,Quiz,2026-05-25,2026-05-23,"7,1",A TIEMPO
A00004,Camila Alvarez,23,F,camila.alvarez4@alumnos.tup.edu.ar,C1,Noche,2026-03-06,TP_03,TP,2026-05-11,,,No entrego
A00096,Renata Torres,25,M,renata.torres96@alumnos.tup.edu.ar,C2,Noche,2026-02-27,TP_04,TP,08-06-2026,,,No entrego
A00399,Diego Silva,24,F,diego.silva399@alumnos.tup.edu.ar,C1,Noche,2026-03-11,Quiz_01,Quiz,2026-03-30,2026-03-26,"9,3",A TIEMPO
A00073,Diego Alvarez,19,F,diego.alvarez73@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,Quiz_01,Quiz,2026-03-30,,,no entregó
A00656,Bautista Rodriguez,18,Femenino,bautista.rodriguez656@alumnos.tup.edu.ar,B1,Tarde,2026-02-20,Quiz_01,Quiz,30-03-2026,2026-03-25,5.9,A tiempo
A00075,Mia Gonzalez,23,F,mia.gonzalez75@alumnos.tup.edu.ar,B1,Tarde,07/03/2026,Parcial_01,Parcial,2026-06-22,19/06/2026,10.0,A tiempo
A00562,BRUNO FERNANDEZ,21,F,bruno.fernandez562@alumnos.tup.edu.ar,B2,Tarde,2026-02-22,Quiz_01,Quiz,30/03/2026,2026-03-27,7.3,A TIEMPO
A00306,Ignacio Gonzalez,19,Masculino,ignacio.gonzalez306@alumnos.tup.edu.ar,A3,Mañana,17-02-2026,TP_04,TP,2026-06-08,2026-06-06,6.6,A TIEMPO
A00150,Florencia Sosa,17,F,florencia.sosa150@alumnos.tup.edu.ar,A2,Mañana,03/03/2026,Quiz_01,Quiz,2026-03-30,25/03/2026,7.1,A TIEMPO
A00016,Benjamin Torres,19,M,benjamin.torres16@alumnos.tup.edu.ar,C1,Noche,2026-03-08,TP_04,TP,2026-06-08,2026-06-05,6.2,A tiempo
A00359,Lucas Garcia,28,M,lucas.garcia359@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,Parcial_01,Parcial,2026-06-22,22-06-2026,6.4,A TIEMPO
A00681,Antonella Herrera,24,F,antonella.herrera681@alumnos.tup.edu.ar,A3,Mañana,25-02-2026,TP_01,TP,2026-03-16,2026-03-22,5.7,tarde
A00279,Ignacio Romero,17,F,ignacio.romero279@alumnos.tup.edu.ar,B2,Tarde,21-02-2026,TP_01,TP,2026-03-16,2026-03-15,"6,4",A tiempo
A00309,Felipe Lopez,17,F,felipe.lopez309@alumnos.tup.edu.ar,A3,Mañana,2026-03-06,TP_02,TP,2026-04-13,13-04-2026,8.0,a tiempo
A00334,Mateo Flores,17,Masculino,mateo.flores334@alumnos.tup.edu.ar,B2,Tarde,24/02/2026,Parcial_01,Parcial,2026-06-22,26/06/2026,"5,1",tarde
A00091,Martina Aguirre,17,M,martina.aguirre91@alumnos.tup.edu.ar, a1 ,Mañana,14/02/2026,Quiz_02,Quiz,2026-04-27,23-04-2026,6.3,a tiempo
A00115,Olivia Acosta,17,M,olivia.acosta115@alumnos.tup.edu.ar,C1,Noche,2026-03-03,TP_04,TP,2026-06-08,08/06/2026,6.0,A tiempo
A00132,  Pilar Flores ,21,F,pilar.flores132@alumnos.tup.edu.ar,B2,Tarde,2026-03-01,TP_04,TP,2026-06-08,2026-06-04,"7,2",A TIEMPO
A00100,Camila Ramirez,24,Femenino,camila.ramirez100@alumnos.tup.edu.ar,B2,Tarde,03/03/2026,TP_03,TP,2026-05-11,2026-05-09,6.3,A TIEMPO
A00141,Camila Ramirez,22,M,camila.ramirez141@@alumnos.tup.edu.ar,C1,Noche,2026-02-19,Quiz_02,Quiz,2026-04-27,2026-04-23,8.7,a tiempo
A00560,lucas ramirez,19,F,lucas.ramirez560@alumnos.tup.edu.ar,C2,NOCHE,27/02/2026,TP_01,TP,2026-03-16,16-03-2026,9.1,a tiempo
A00613,Federico Ortiz,17,F,federico.ortiz613@alumnos.tup.edu.ar,C1,Noche,17/02/2026,TP_03,TP,2026-05-11,2026-05-09,9.0,a tiempo
A00498,Lucia Sosa,17,X,lucia.sosa498@alumnos.tup.edu.ar,A3,Mañana,2026-03-10,Parcial_01,Parcial,2026-06-22,22/06/2026,6.5,A TIEMPO
A00177,Tomas Martinez,22,Femenino,tomas.martinez177@alumnos.tup.edu.ar,C3,Noche,22/02/2026,Parcial_01,Parcial,2026-06-22,18-06-2026,7.4,A tiempo
A00433,Agustin Lopez,17,F,agustin.lopez433@alumnos.tup.edu.ar,B2,Tarde,2026-03-01,TP_03,TP,11-05-2026,2026-05-13,4.5,tarde
A00081,Victoria Silva,23,F,victoria.silva81@alumnos.tup.edu.ar,C3,Noche,02/03/2026,TP_04,TP,2026-06-08,2026-06-05,9.0,A tiempo
A00312,Mia Garcia,29,M,mia.garcia312@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,TP_01,TP,16/03/2026,28/03/2026,6.0,Tarde
A00018,Joaquin Luna,21,F,joaquin.luna18@alumnos.tup.edu.ar,C1,Noche,2026-02-17,TP_04,TP,08-06-2026,,,No entrego
A00267,Agustin Alvarez,27,M,agustin.alvarez267@alumnos.tup.edu.ar,B2,Tarde,03/03/2026,TP_02,TP,2026-04-13,,,
A00367,Antonella Vega,26,Masculino,antonella.vega367@alumnos.tup.edu.ar,C2,NOCHE,2026-02-18,TP_01,TP,16/03/2026,2026-03-15,"7,2",A tiempo
A00144,Tomas Acosta,23,M,tomas.acosta144@alumnos.tup.edu.ar,A1,Mañana,22/02/2026,TP_02,TP,13/04/2026,2026-04-22,4.8,Tarde
A00255,Bruno Flores,21,Masculino,bruno.flores255@alumnos.tup.edu.ar,B1,Tarde,2026-03-04,TP_03,TP,11/05/2026,,,
A00523,Joaquin Silva,19,Masculino,joaquin.silva523@alumnos.tup.edu.ar,C3,Noche,2026-02-15,TP_02,TP,13-04-2026,2026-04-23,6.7,TARDE
A00640,Felipe Nuñez,20,M,,C1,Noche,2026-02-22,TP_04,TP,2026-06-08,04/06/2026,7.8,A tiempo
A00631,SOFIA ROMERO,23,M,sofia.romero631@alumnos.tup.edu.ar,B2,Tarde,2026-02-21,TP_01,TP,2026-03-16,,,NO ENTREGO
A00676,mora vega,17,F,mora.vega676@alumnos.tup.edu.ar,C2,Noche,2026-03-02,TP_03,TP,2026-05-11,,,No entrego
A00107,Federico Suarez,27,F,federico.suarez107@alumnos.tup.edu.ar,C4,Noche,2026-03-08,Quiz_02,Quiz,27/04/2026,2026-04-28,6.3,tarde
A00543,Pilar Suarez,25,femenino,pilar.suarez543@alumnos.tup.edu.ar,B2,Tarde,28/02/2026,TP_01,TP,2026-03-16,2026-03-23,"6,6",TARDE
A00620,Benjamin Molina,20,M,benjamin.molina620@alumnos.tup.edu.ar,A2,Mañana,16/02/2026,TP_04,TP,2026-06-08,,,NO ENTREGO
A00651,Delfina Garcia,20,M,delfina.garcia651@alumnos.tup.edu.ar,C2,Noche,08-03-2026,Parcial_01,Parcial,2026-06-22,,,
A00662,DIEGO MOLINA,31,X,diego.molina662@alumnos.tup.edu.ar,B1,Tarde,2026-02-17,Quiz_03,Quiz,25/05/2026,,,NO ENTREGO
A00589,Pilar Benitez,27,F,pilar.benitez589@alumnos.tup.edu.ar,B1,Tarde,2026-02-21,TP_03,TP,11/05/2026,09-05-2026,8.5,A tiempo
A00617,Valentina Castro,23,Masculino,valentina.castro617@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,Quiz_01,Quiz,2026-03-30,27/03/2026,"2,4",A tiempo
A00615,Agustin Nuñez,17,F,agustin.nuñez615@alumnos.tup.edu.ar,C1,Noche,2026-02-17,TP_02,TP,2026-04-13,2026-04-09,5.0,A tiempo
A00506,Renata Rojas,18,F,renata.rojas506@alumnos.tup.edu.ar,A3,Mañana,2026-02-15,TP_01,TP,16/03/2026,2026-03-15,8.5,A tiempo
A00550,Valentina Molina,29,F,valentina.molina550@alumnos.tup.edu.ar,A3,Mañana,2026-03-02,Quiz_03,Quiz,25/05/2026,03-06-2026,4.4,Tarde
A00354,Felipe Garcia,19,F,felipe.garcia354@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,Parcial_01,Parcial,2026-06-22,,,no entregó
A00627,Isabella Flores,21,Masculino,isabella.flores627@alumnos.tup.edu.ar,C4,Noche,20/02/2026,TP_03,TP,2026-05-11,,,No entrego
A00460,  Lautaro Fernandez ,95,femenino,lautaro.fernandez460@alumnos.tup.edu.ar,C1,Noche,2026-03-04,TP_03,TP,2026-05-11,,,NO ENTREGO
A00561,Victoria Lopez,18,M,victoria.lopez561@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,Parcial_01,Parcial,22/06/2026,2026-06-17,4.9,a tiempo
A00600,Valentino Suarez,37,M,valentino.suarez600@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,TP_02,TP,13/04/2026,,,no entregó
A00208,Thiago Sosa,23,Masculino,thiago.sosa208@alumnos.tup.edu.ar,B2,Tarde,2026-03-02,Quiz_03,Quiz,2026-05-25,,,
A00212,Diego Sanchez,27,F,diego.sanchez212@alumnos.tup.edu.ar,C3,Noche,2026-03-05,Quiz_03,Quiz,25-05-2026,2026-05-23,"8,9",A TIEMPO
A00661,  Julieta Fernandez ,18,F,julieta.fernandez661@alumnos.tup.edu.ar,C2,Noche,11/03/2026,TP_01,TP,2026-03-16,2026-03-16,5.5,a tiempo
A00167,Olivia Romero,28,M,olivia.romero167@@alumnos.tup.edu.ar,A3,Mañana,2026-02-19,Quiz_03,Quiz,25/05/2026,,,no entregó
A00021,renata herrera,18,femenino,renata.herrera21@alumnos.tup.edu.ar,B1,Tarde,2026-02-21,Quiz_02,Quiz,2026-04-27,,,no entregó
A00236,Valentino Silva,17,F,valentino.silva236@alumnos.tup.edu.ar,C2,Noche,2026-03-05,TP_02,TP,2026-04-13,2026-04-22,5.3,tarde
A00542,Manuel Molina,23,F,manuel.molina542@alumnos.tup.edu.ar,B1,Tarde,2026-03-06,TP_01,TP,2026-03-16,11-03-2026,7.8,A TIEMPO
A00552,Thiago Garcia,26,Masculino,thiago.garcia552@alumnos.tup.edu.ar,A1,Mañana,2026-03-08,Quiz_01,Quiz,2026-03-30,07-04-2026,3.4,TARDE
A00669,Bautista Torres,22,M,bautista.torres669@alumnos.tup.edu.ar,C4,Noche,2026-02-14,Quiz_01,Quiz,2026-03-30,2026-04-02,8.1,TARDE
A00053,Renata Medina,17,F,renata.medina53@alumnos.tup.edu.ar,C4,Noche,2026-02-21,TP_02,TP,2026-04-13,,,No entrego
A00199,Nicolas Ortiz,18,F,nicolas.ortiz199@alumnos.tup.edu.ar,B2,Tarde,27/02/2026,Quiz_03,Quiz,2026-05-25,,,no entregó
A00511,bautista castro,22,femenino,bautista.castro511@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,Quiz_03,Quiz,2026-05-25,23-05-2026,8.4,A tiempo
A00477,Nicolas Alvarez,18,F,nicolas.alvarez477@alumnos.tup.edu.ar,A1,Mañana,2026-02-16,TP_01,TP,2026-03-16,2026-03-14,3.5,A TIEMPO
A00509,Catalina Diaz,17,F,catalina.diaz509@alumnos.tup.edu.ar,A3,Mañana,2026-02-19,Parcial_01,Parcial,2026-06-22,2026-06-21,"6,6",A TIEMPO
A00001,Catalina Ortiz,25,M,catalina.ortiz1@alumnos.tup.edu.ar,C1,NOCHE,2026-02-27,Parcial_01,Parcial,2026-06-22,2026-06-22,6.7,A tiempo
A00192,Emma Sanchez,17,F,emma.sanchez192@alumnos.tup.edu.ar,C1,Noche,2026-03-11,TP_04,TP,2026-06-08,,,no entregó
A00636,Bruno Romero,27,Masculino,bruno.romero636@alumnos.tup.edu.ar,B2,Tarde,17-02-2026,Quiz_02,Quiz,2026-04-27,2026-04-22,8.6,A tiempo
A00108,Bruno Lopez,23,F,bruno.lopez108@alumnos.tup.edu.ar,A2,Mañana,2026-02-27,TP_04,TP,08-06-2026,2026-06-04,9.8,A TIEMPO
A00592,valentino rodriguez,19,M,valentino.rodriguez592@alumnos.tup.edu.ar,B2,Tarde,2026-03-07,Quiz_02,Quiz,2026-04-27,25/04/2026,8.5,a tiempo
A00354,Felipe Garcia,19,F,felipe.garcia354@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00595,Nicolas Perez,22,Femenino,nicolas.perez595@alumnos.tup.edu.ar,C4,NOCHE,28-02-2026,TP_02,TP,2026-04-13,08-04-2026,6.8,a tiempo
A00675,Lucia Herrera,31,M,lucia.herrera675@alumnos.tup.edu.ar,C1,Noche,2026-03-10,TP_01,TP,2026-03-16,2026-03-13,4.6,A tiempo
A00375,Pilar Perez,25,M,pilar.perez375@alumnos.tup.edu.ar,A2,Mañana,2026-02-28,TP_03,TP,11/05/2026,2026-05-08,8.1,a tiempo
A00036,Nicolas Vega,17,M,nicolas.vega36@alumnos.tup.edu.ar,C2,Noche,2026-03-11,TP_04,TP,08/06/2026,2026-06-03,"8,9",a tiempo
A00398,Antonella Castro,31,F,antonella.castro398@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,Quiz_02,Quiz,2026-04-27,,,
A00150,Florencia Sosa,17,F,florencia.sosa150@alumnos.tup.edu.ar,A2,Mañana,2026-03-03,TP_03,TP,2026-05-11,,,
A00700,Valentina Benitez,23,Femenino,valentina.benitez700@alumnos.tup.edu.ar,A1,Mañana,10-03-2026,TP_02,TP,2026-04-13,2026-04-10,"6,6",A tiempo
A00406,Diego Fernandez,17,M,diego.fernandez406@alumnos.tup.edu.ar,C3,Noche,2026-03-01,TP_01,TP,16-03-2026,,,No entrego
A00002,Mora Nuñez,24,F,mora.nuñez2@alumnos.tup.edu.ar,B2,Tarde,2026-02-25,Quiz_01,Quiz,30-03-2026,,,NO ENTREGO
A00659,Florencia Rodriguez,25,F,florencia.rodriguez659@alumnos.tup.edu.ar, b1 ,Tarde,2026-03-10,TP_01,TP,2026-03-16,12/03/2026,2.4,A TIEMPO
A00312,Mia Garcia,29,M,mia.garcia312@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,TP_04,TP,08/06/2026,2026-06-06,6.7,a tiempo
A00296,Bautista Flores,17,Femenino,bautista.flores296@alumnos.tup.edu.ar,B2,TARDE,2026-03-08,TP_03,TP,11/05/2026,2026-05-09,4.7,a tiempo
A00612,Mia Rojas,28,M,mia.rojas612@alumnos.tup.edu.ar,B1,Tarde,2026-02-21,TP_01,TP,2026-03-16,15-03-2026,6.9,A tiempo
A00247,  Joaquin Benitez ,25,M,joaquin.benitez247@alumnos.tup.edu.ar,A1,Mañana,2026-03-10,TP_01,TP,2026-03-16,15-03-2026,7.5,A tiempo
A00314,Bautista Sosa,20,F,bautista.sosa314@alumnos.tup.edu.ar,B1,Tarde,03/03/2026,TP_02,TP,13-04-2026,2026-04-13,7.6,A tiempo
A00627,Isabella Flores,21,Masculino,isabella.flores627@alumnos.tup.edu.ar,C4,Noche,2026-02-20,TP_02,TP,13-04-2026,2026-04-12,5.0,A TIEMPO
A00397,camila benitez,17,F,camila.benitez397@alumnos.tup.edu.ar,C3,Noche,03/03/2026,TP_02,TP,2026-04-13,2026-04-18,"2,1",TARDE
A00045,Olivia Romero,18,X,olivia.romero45@alumnos.tup.edu.ar, a1 ,Mañana,2026-03-07,Parcial_01,Parcial,2026-06-22,2026-06-18,7.7,A tiempo
A00538,Felipe Flores,20,F,felipe.flores538@alumnos.tup.edu.ar,C1,Noche,2026-03-01,Quiz_03,Quiz,2026-05-25,20/05/2026,"7,4",a tiempo
A00536,Guadalupe Nuñez,17,Masculino,guadalupe.nuñez536@alumnos.tup.edu.ar,A1,Mañana,2026-02-24,TP_01,TP,2026-03-16,,,No entrego
A00647,Tomas Herrera,22,Masculino,tomas.herrera647@alumnos.tup.edu.ar,B1,Tarde,2026-02-17,Quiz_03,Quiz,2026-05-25,2026-05-23,5.9,A TIEMPO
A00331,Felipe Rojas,17,Femenino,felipe.rojas331@alumnos.tup.edu.ar,C3,Noche,2026-02-23,TP_04,TP,2026-06-08,,,no entregó
A00562,BRUNO FERNANDEZ,21,F,bruno.fernandez562@alumnos.tup.edu.ar,B2,Tarde,2026-02-22,TP_03,TP,2026-05-11,2026-05-10,7.6,a tiempo
A00514,Manuel Romero,18,F,manuel.romero514@alumnos.tup.edu.ar,C4,Noche,2026-02-24,TP_02,TP,2026-04-13,,,No entrego
A00679,Thiago Luna,20,M,thiago.luna679@alumnos.tup.edu.ar,B1,Tarde,2026-03-10,TP_04,TP,2026-06-08,2026-06-07,6.9,A tiempo
A00364,Valentino Medina,22,M,valentino.medina364@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,Parcial_01,Parcial,2026-06-22,2026-06-20,"4,3",a tiempo
A00559,Felipe Flores,28,F,felipe.flores559@alumnos.tup.edu.ar,C4,Noche,2026-03-01,Quiz_02,Quiz,2026-04-27,2026-04-26,"7,6",A tiempo
A00367,Antonella Vega,26,Masculino,antonella.vega367@alumnos.tup.edu.ar,C2,NOCHE,2026-02-18,TP_02,TP,13-04-2026,2026-04-13,7.8,A tiempo
A00563,Victoria Flores,22,F,victoria.flores563@alumnos.tup.edu.ar,B2,Tarde,2026-02-24,Quiz_01,Quiz,2026-03-30,2026-03-30,8.2,a tiempo
A00410,Victoria Molina,17,M,victoria.molina410@alumnos.tup.edu.ar,A3,Mañana,2026-02-23,Parcial_01,Parcial,2026-06-22,19/06/2026,8.0,A tiempo
A00462,Gabriel Gonzalez,26,M,gabriel.gonzalez462@alumnos.tup.edu.ar,B1,Tarde,01/03/2026,TP_04,TP,08/06/2026,,,No entrego
A00260,bruno flores,25,F,bruno.flores260@alumnos.tup.edu.ar,A2,Mañana,2026-03-08,TP_03,TP,2026-05-11,,,No entrego
A00186,Florencia Benitez,28,F,florencia.benitez186@alumnos.tup.edu.ar, a1 ,Mañana,06-03-2026,TP_02,TP,2026-04-13,2026-04-12,6.6,a tiempo
A00333,Ignacio Sosa,17,F,ignacio.sosa333@alumnos.tup.edu.ar,A3,Mañana,01/03/2026,TP_02,TP,2026-04-13,,,
A00218,Manuel Lopez,27,F,manuel.lopez218@alumnos.tup.edu.ar,B2,Tarde,19/02/2026,TP_03,TP,11/05/2026,2026-05-10,6.5,A TIEMPO
A00173,Florencia Suarez,17,femenino,florencia.suarez173@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,TP_03,TP,2026-05-11,2026-05-06,6.2,A tiempo
A00277,Federico Cabrera,25,M,federico.cabrera277@alumnos.tup.edu.ar,C3,Noche,2026-03-01,TP_03,TP,2026-05-11,,,No entrego
A00009,Catalina Herrera,20,Femenino,catalina.herrera9@alumnos.tup.edu.ar,A3,Mañana,2026-03-03,TP_04,TP,2026-06-08,2026-06-05,5.6,a tiempo
A00069,Bautista Acosta,27,M,bautista.acosta69@alumnos.tup.edu.ar,C3,Noche,2026-02-16,Quiz_03,Quiz,2026-05-25,,,No entrego
A00151,Guadalupe Vega,17,F,guadalupe.vega151@alumnos.tup.edu.ar,B1,Tarde,2026-03-11,Parcial_01,Parcial,2026-06-22,2026-06-18,5.5,a tiempo
A00134,santino romero,24,F,santino.romero134@alumnos.tup.edu.ar,A1,Mañana,2026-02-23,TP_03,TP,2026-05-11,,,NO ENTREGO
A00117,Julieta Fernandez,20,F,julieta.fernandez117@alumnos.tup.edu.ar,B2,Tarde,2026-03-01,Quiz_01,Quiz,2026-03-30,2026-03-25,6.8,A TIEMPO
A00645,Paula Herrera,25,F,paula.herrera645@alumnos.tup.edu.ar,B1,TARDE,2026-03-06,TP_02,TP,13-04-2026,11/04/2026,"8,9",A TIEMPO
A00275,Lucas Sanchez,20,F,lucas.sanchez275@alumnos.tup.edu.ar,B1,Tarde,20/02/2026,TP_03,TP,2026-05-11,11/05/2026,"7,4",a tiempo
A00217,Mora Ramirez,27,M,mora.ramirez217@alumnos.tup.edu.ar,C1,Noche,2026-02-20,TP_01,TP,2026-03-16,2026-03-16,5.5,a tiempo
A00557,florencia rojas,30,M,florencia.rojas557@alumnos.tup.edu.ar,B2,Tarde,19/02/2026,Quiz_02,Quiz,2026-04-27,2026-05-05,6.3,tarde
A00455,Gabriel Suarez,31,M,gabriel.suarez455@alumnos.tup.edu.ar,B1,Tarde,28/02/2026,TP_02,TP,13/04/2026,23-04-2026,7.7,tarde
A00346,Nicolas Flores,12,M,nicolas.flores346@alumnos.tup.edu.ar,A3,Mañana,05/03/2026,TP_03,TP,11-05-2026,06-05-2026,"8,1",A tiempo
A00484,Maximo Sosa,20,M,maximo.sosa484@alumnos.tup.edu.ar,A3,Mañana,2026-03-11,TP_02,TP,2026-04-13,10-04-2026,4.7,A TIEMPO
A00618,Mora Martinez,24,F,mora.martinez618@alumnos.tup.edu.ar,B2,Tarde,2026-02-25,TP_01,TP,2026-03-16,2026-03-16,"6,6",a tiempo
A00392,Tomas Rojas,17,F,tomas.rojas392@alumnos.tup.edu.ar,C3,Noche,27-02-2026,TP_03,TP,11/05/2026,,,no entregó
A00650,Pilar Garcia,17,M,pilar.garcia650@alumnos.tup.edu.ar, c3 ,Noche,18-02-2026,Quiz_01,Quiz,2026-03-30,2026-03-25,7.4,a tiempo
A00113,Manuel Flores,21,Masculino,manuel.flores113@alumnos.tup.edu.ar,B2,Tarde,04/03/2026,TP_03,TP,11/05/2026,2026-05-06,10.0,A TIEMPO
A00408,Benjamin Silva,25,M,,B2,Tarde,2026-03-10,TP_02,TP,2026-04-13,2026-04-08,7.6,a tiempo
A00081,Victoria Silva,23,F,victoria.silva81@alumnos.tup.edu.ar,C3,Noche,2026-03-02,Parcial_01,Parcial,2026-06-22,2026-06-19,8.8,A tiempo
A00218,Manuel Lopez,27,F,manuel.lopez218@alumnos.tup.edu.ar,B2,Tarde,2026-02-19,Quiz_01,Quiz,2026-03-30,2026-03-30,8.5,A tiempo
A00340,Olivia Alvarez,17,M,olivia.alvarez340@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,TP_01,TP,2026-03-16,2026-03-14,7.4,A tiempo
A00037,Federico Molina,17,M,federico.molina37@alumnos.tup.edu.ar,B2,Tarde,2026-02-22,Quiz_02,Quiz,2026-04-27,2026-04-22,6.4,A tiempo
A00108,Bruno Lopez,23,F,bruno.lopez108@alumnos.tup.edu.ar,A2,Mañana,2026-02-27,Parcial_01,Parcial,2026-06-22,,,NO ENTREGO
A00128,Nicolas Cabrera,25,M,nicolas.cabrera128@alumnos.tup.edu.ar,C2,Noche,2026-02-21,Parcial_01,Parcial,2026-06-22,,,NO ENTREGO
A00162,Mateo Benitez,17,F,mateo.benitez162@alumnos.tup.edu.ar,C2,Noche,2026-02-17,Quiz_03,Quiz,25-05-2026,,,
A00326,Sofia Sosa,17,M,sofia.sosa326@alumnos.tup.edu.ar,C2,Noche,01-03-2026,TP_03,TP,2026-05-11,2026-05-06,5.7,a tiempo
A00357,nicolas romero,21,M,nicolas.romero357@alumnos.tup.edu.ar,B2,Tarde,2026-03-06,Parcial_01,Parcial,22/06/2026,,,
A00419,JULIETA MARTINEZ,25,F,julieta.martinez419@alumnos.tup.edu.ar,C4,Noche,07-03-2026,TP_01,TP,2026-03-16,2026-03-16,"3,3",A TIEMPO
A00057,Martina Diaz,22,Masculino,martina.diaz57@alumnos.tup.edu.ar,A1,Mañana,04-03-2026,Quiz_03,Quiz,2026-05-25,24/05/2026,9.3,A tiempo
A00137,Gabriel Lopez,17,Femenino,gabriel.lopez137@alumnos.tup.edu.ar,A2,Mañana,2026-03-09,Quiz_02,Quiz,27-04-2026,27-04-2026,5.8,A TIEMPO
A00098,Maximo Castro,25,F,maximo.castro98@alumnos.tup.edu.ar,A3,Mañana,16/02/2026,Parcial_01,Parcial,2026-06-22,,,
A00402,Mora Acosta,20,M,mora.acosta402@alumnos.tup.edu.ar,C1,Noche,04/03/2026,Quiz_02,Quiz,2026-04-27,2026-04-25,"6,1",A TIEMPO
A00697,Benjamin Acosta,26,F,benjamin.acosta697@alumnos.tup.edu.ar,A3,Mañana,24/02/2026,Quiz_03,Quiz,2026-05-25,2026-06-01,6.0,Tarde
A00430,Felipe Sanchez,25,femenino,felipe.sanchez430@alumnos.tup.edu.ar,C4,Noche,2026-02-26,TP_02,TP,13-04-2026,12-04-2026,4.6,A TIEMPO
A00452,Guadalupe Flores,29,M,guadalupe.flores452@alumnos.tup.edu.ar,A3,Mañana,2026-02-28,Quiz_03,Quiz,2026-05-25,2026-05-30,5.0,TARDE
A00304,Agustin Sanchez,25,F,agustin.sanchez304@alumnos.tup.edu.ar,C3,Noche,2026-02-14,TP_01,TP,16-03-2026,2026-03-15,7.2,a tiempo
A00201,Olivia Suarez,21,M,olivia.suarez201@alumnos.tup.edu.ar,B2,Tarde,2026-02-15,Parcial_01,Parcial,2026-06-22,28/06/2026,8.4,Tarde
A00436,Lucas Silva,31,M,lucas.silva436@alumnos.tup.edu.ar,B1,TARDE,2026-02-17,TP_02,TP,2026-04-13,,,
A00526,Valentina Suarez,17,femenino,valentina.suarez526@@alumnos.tup.edu.ar,B1,Tarde,2026-02-16,Quiz_02,Quiz,2026-04-27,2026-04-22,5.3,A TIEMPO
A00485,Lucas Torres,27,F,,A2,Mañana,2026-03-08,Quiz_01,Quiz,2026-03-30,2026-04-02,9.0,tarde
A00159,Catalina Alvarez,17,femenino,catalina.alvarez159@alumnos.tup.edu.ar,A3,Mañana,2026-02-18,Quiz_01,Quiz,2026-03-30,2026-03-30,"6,3",A TIEMPO
A00041,Thiago Ortiz,20,M,thiago.ortiz41@alumnos.tup.edu.ar,C2,Noche,2026-02-23,TP_03,TP,11/05/2026,2026-05-07,"6,7",A TIEMPO
A00389,Manuel Diaz,17,F,manuel.diaz389@alumnos.tup.edu.ar,A3,Mañana,2026-03-04,TP_03,TP,2026-05-11,2026-05-11,"8,2",A TIEMPO
A00123,Maximo Vega,25,M,maximo.vega123@alumnos.tup.edu.ar,B2,Tarde,2026-02-23,TP_02,TP,2026-04-13,2026-04-13,3.0,A tiempo
A00248,Benjamin Garcia,18,F,benjamin.garcia248@alumnos.tup.edu.ar,A1,Mañana,06/03/2026,TP_04,TP,2026-06-08,2026-06-08,8.5,A tiempo
A00512,Bautista Ortiz,24,M,bautista.ortiz512@alumnos.tup.edu.ar,B2,Tarde,20-02-2026,Quiz_01,Quiz,30/03/2026,28-03-2026,8.6,A tiempo
A00543,Pilar Suarez,25,femenino,pilar.suarez543@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,TP_03,TP,2026-05-11,,,No entrego
A00342,Valentina Fernandez,17,M,valentina.fernandez342@alumnos.tup.edu.ar,B2,Tarde,2026-03-08,Quiz_01,Quiz,30/03/2026,2026-03-28,5.1,a tiempo
A00344,Renata Ramirez,27,Femenino,renata.ramirez344@alumnos.tup.edu.ar,C2,Noche,27/02/2026,Parcial_01,Parcial,22/06/2026,2026-06-19,5.6,A TIEMPO
A00150,Florencia Sosa,17,F,florencia.sosa150@alumnos.tup.edu.ar,A2,Mañana,2026-03-03,Quiz_02,Quiz,27/04/2026,2026-04-27,6.6,A tiempo
